page|pillar|sub_programme|source_doc
54|Unknown|Impact of the Changes Anticipated over the Next 10 years|IDP_MAIN
55|Unknown|Impact of the Continuation of Existing Trends on Population and|IDP_MAIN
56|Unknown|Environment and Climate Change|IDP_MAIN
56|Unknown|Gender and Vulnerable Groups|IDP_MAIN
56|Unknown|Summary and Consideration of Underlying Issues|IDP_MAIN
56|Unknown|Lack of a farmer training center All wards|IDP_MAIN
56|Unknown|Not enough Agriculture Infrastructure such as, camp houses, Agriculture Block Offices. All wards|IDP_MAIN
56|Unknown|High post harvest losses loss of crops All wards|IDP_MAIN
56|Unknown|High dependence on rains All wards|IDP_MAIN
56|Unknown|Low practice of value addition. All wards|IDP_MAIN
56|Unknown|limited market access and capital for small scale farmers All wards|IDP_MAIN
56|Unknown|Inadequate number of farmers benefitting from the farmer input support Program (FISP) All wards|IDP_MAIN
56|Unknown|Low practice of mechanization farming methods All wards|IDP_MAIN
56|Unknown|Poor Agricultural Extension Service delivery All wards|IDP_MAIN
57|Unknown|Fisheries and Livestock|IDP_MAIN
57|Unknown|Key Government Priorities Being and To Be Implemented at a Local Level|IDP_MAIN
57|Unknown|Zambia Aquaculture Enterprise Development Project (ZAEDEP): The project i|IDP_MAIN
57|Unknown|Zambia Mining Environmental Remediation Project (ZAMREP): The project is|IDP_MAIN
57|Unknown|Zambia Agricultureal Transformation Programme (ZATP): supporting one|IDP_MAIN
59|Unknown|Soils have low water retention capacity necessitating expensive dam liners|IDP_MAIN
59|Unknown|There is no local hatchery and fingerling are sourced from as far as Chirundu|IDP_MAIN
59|Unknown|High cost of feed|IDP_MAIN
59|Unknown|Inadequate financing for aquaculture activities|IDP_MAIN
59|Unknown|Issues Arising from the Public Participation Process|IDP_MAIN
60|Unknown|Impact of Changes Anticipated Over the Next Ten Years|IDP_MAIN
60|Unknown|Summary of the core issues|IDP_MAIN
60|Unknown|Existing abattoir in a deplorable state • Industrial area in Luangwa ward|IDP_MAIN
60|Unknown|Inadequate infrastructure for disease control • Chinyanja, Muwowo East, Muwowo West and Luansanse,|IDP_MAIN
60|Unknown|Lack of cold storage facilities • All wards|IDP_MAIN
60|Unknown|Lack of a bulking centre • All wards|IDP_MAIN
60|Unknown|Lack of a local hatchery • All wards|IDP_MAIN
61|Unknown|Commerce, Trade and Industry|IDP_MAIN
62|Unknown|Key Government Priorities Being and to be Implemented at a Local Level|IDP_MAIN
62|Unknown|to 2019. Dairy business activities recorded the highest at 65 followed by General|IDP_MAIN
62|Unknown|Metal Fabrication 1|IDP_MAIN
62|Unknown|Road Paving (Construction) 3|IDP_MAIN
62|Unknown|Dairy 65 (2 Processing)|IDP_MAIN
62|Unknown|Mining (Gemstone) 1|IDP_MAIN
62|Unknown|Mixed Farming (Agriculture) 11|IDP_MAIN
62|Unknown|Tourism (Lodges and Restaurants) 5|IDP_MAIN
62|Unknown|General Trading 32|IDP_MAIN
63|Unknown|Km Kabwe. The Multi Facility Economic Zone (MFEZ) is the biggest Chinese|IDP_MAIN
63|Unknown|% (CSO, 2014) in 2010.|IDP_MAIN
64|Unknown|Informal and Formal Sector Analysis|IDP_MAIN
65|Unknown|Financial Institution Analysis|IDP_MAIN
66|Unknown|Sectors Registered with KCCI as at 2019|IDP_MAIN
66|Unknown|Markets Analysis|IDP_MAIN
66|Unknown|Kabwe Chamber of Commerce and Industry, 2019|IDP_MAIN
67|Unknown|Environment and Climate Change Analysis|IDP_MAIN
67|Unknown|Luka Powanga (2021) Economic Development, at What Cost: The Case of Kabwe, Zambia. J Bioremediat Biodegrad|IDP_MAIN
67|Unknown|: 006. DOI: 10.4172/2155-6199.1000006.|IDP_MAIN
68|Unknown|Issues Relating to Gender Groups and Vulnerable Groups|IDP_MAIN
68|Unknown|Issues Arising from the Public Consultations|IDP_MAIN
68|Unknown|,929 in 2011 to 176239 in 2035. This growth in population entails more productivity|IDP_MAIN
69|Unknown|Inadeqaute market infrastructure Zambezi, Ngungu, Kawama (Zambani area), Chililalila,|IDP_MAIN
69|Unknown|Poor water supply and sanitation in markets • Pollen, Njanji, Kachulu, Kamushanga (1), Mukobeko|IDP_MAIN
69|Unknown|2 in 2023, 2 in 2024, (2) in 2025, (1) in 2026, (1) in|IDP_MAIN
69|Unknown|3 Limited access to financial institutions and credit • All wards|IDP_MAIN
69|Unknown|Limited youths with skills to enable entrepreneurship • All wards|IDP_MAIN
69|Unknown|High cost of doing business • All wards|IDP_MAIN
69|Unknown|Inadequate industries • All wards|IDP_MAIN
70|Unknown|.1 Lukanga Swamp|IDP_MAIN
71|Unknown|Timothy Ashworth Game Ranch|IDP_MAIN
72|Unknown|Mukasa Agro solutions|IDP_MAIN
72|Unknown|km off Mukonchi road along Mulungushi River, 800m from St. Paul’ High School.|IDP_MAIN
72|Unknown|Broken Hill Man|IDP_MAIN
72|Unknown|, 000 years ago.” Unearthed by Swiss miner T. Zwigellar, the skull belongs to an|IDP_MAIN
73|Unknown|Broken Hill Mine|IDP_MAIN
74|Unknown|.2.6 Mukuyu Tree|IDP_MAIN
75|Unknown|Cultural Heritage|IDP_MAIN
76|Unknown|House Number E1376 Bwacha House|IDP_MAIN
76|Unknown|.3.7 Mita Hills|IDP_MAIN
76|Unknown|Availability of Services|IDP_MAIN
77|Unknown|Quality of Service Including Key Indicators of Performance|IDP_MAIN
77|Unknown|Population Change – Future Demand for Services and Facilities|IDP_MAIN
78|Economic Transformation|Existing and Proposed Investment and Development Programmes|IDP_MAIN
78|Economic Transformation|Summary of the Sector|IDP_MAIN
78|Economic Transformation|Inadequate developed tourism- • Bwacha (Venus theatres), Kangomba (Mutwewasnsofu, Broken|IDP_MAIN
78|Economic Transformation|Limited investment in the tourism • All wards|IDP_MAIN
78|Economic Transformation|Low participation by locals in • All wards|IDP_MAIN
78|Economic Transformation|Transport and Communication|IDP_MAIN
78|Economic Transformation|Key Government Priority Being and to be implemented at a Local Level|IDP_MAIN
80|Unknown|Un-gazetted and Community Roads|IDP_MAIN
80|Unknown|Road Sector Investment Program (ROADSIP) I & II|IDP_MAIN
82|Unknown|Impact of changes anticipated over the next ten years|IDP_MAIN
82|Unknown|Existing and Proposed Investment and Development Programs|IDP_MAIN
83|Unknown|Population change future demand for services and facilities|IDP_MAIN
83|Unknown|,206 in 2022 to 456,325 in 2035 entails a demand on the transport sector. The|IDP_MAIN
84|Unknown|Impact of the Continuation of existing trends on population and|IDP_MAIN
84|Unknown|The Impact of Existing Trends on the Environment and Climate Change|IDP_MAIN
84|Unknown|Issues Relating to Gender and vulnerable groups|IDP_MAIN
84|Unknown|Summary and consideration of underlying issues|IDP_MAIN
85|Unknown|Poor transport (road, rail and air) network ● All wards|IDP_MAIN
85|Unknown|Limited access to Air transport ● All wards|IDP_MAIN
85|Unknown|Lack of a modern intercity bus terminus ● Lukanga Ward|IDP_MAIN
85|Unknown|Information and Communication Technology (ICT)|IDP_MAIN
85|Unknown|Key Government Priorities Being and to Be Implemented at A Local Level|IDP_MAIN
85|Unknown|Availability and quality of Service|IDP_MAIN
85|Unknown|Telecommunication|IDP_MAIN
86|Unknown|.1.4 Television|IDP_MAIN
87|Unknown|Key Government Priorities Being and To Be Implemented at a Local|IDP_MAIN
87|Unknown|.5.1 Electricity|IDP_MAIN
88|Unknown|Issues Arising from The Public Participation Process|IDP_MAIN
89|Unknown|The Impact of the Continuation of Existing Trends on Land Use and Population|IDP_MAIN
89|Unknown|The Impact of Environmental and Climate Change Issues on the Sector|IDP_MAIN
89|Unknown|Issues Arising Relating to Gender Groups and Vulnerable Groups|IDP_MAIN
89|Unknown|Consideration of the Underlying Factors Contributing to|IDP_MAIN
90|Environmental Sustainability|Lack of access to electricity in some • Chinyanja, Muwowo East and West,|IDP_MAIN
90|Environmental Sustainability|High dependence on hydro power • All wards.|IDP_MAIN
90|Environmental Sustainability|The Copperbelt Environmental Project (CEP)|IDP_MAIN
90|Environmental Sustainability|, aimed to address environmental liabilities hindering mining investments in|IDP_MAIN
91|Unknown|Kabwe Pilot Lead Remediation Project|IDP_MAIN
91|Unknown|Kabwe Mine Pollution Amelioration Initiative (KAMPAI) project|IDP_MAIN
91|Unknown|","" which revealed alarming statistics where nearly all children in townships close to the"|IDP_MAIN
91|Unknown|Zambia Mining Environmental Remediation and Improvement Project|IDP_MAIN
92|Unknown|% needed to be put on|IDP_MAIN
92|Unknown|% children from|IDP_MAIN
93|Unknown|Mineral Exploration|IDP_MAIN
95|Unknown|Impact on the Environment and Climate Change|IDP_MAIN
95|Unknown|Illegal Mining Activities|IDP_MAIN
96|Unknown|Impact on Gender and Vulnerable Groups|IDP_MAIN
97|Unknown|Summary for the sector|IDP_MAIN
97|Unknown|Consideration of the Underlying Factors Contributing to the Issues|IDP_MAIN
97|Unknown|Careless disposal of Zinc slag/ waste containing residues of lead by • Kasanda mine, Chowa, Mukobeko, Mine|IDP_MAIN
97|Unknown|Dust arising from trucks transporting raw materials from the canals • Chowa, Kasanda mine, and Kawasaki|IDP_MAIN
97|Unknown|Air pollution • Mukobeko, Kasanda mine, Chowa,|IDP_MAIN
97|Unknown|.9.Social Sector|IDP_MAIN
97|Unknown|Key Government Priorities to be implemented at A Local Level|IDP_MAIN
98|Unknown|Availability of Service|IDP_MAIN
99|Unknown|,600.0 1,872.0 2,144.0 2,416.0 2,689.0 13,326.0|IDP_MAIN
99|Unknown|,990.0 47,986.0 49,982.0 51,978.0 53,973.0 448,642.0|IDP_MAIN
99|Unknown|) 23,343.0 23,923.0 24,276.0 24,627.0 25,693.0 236,926.0|IDP_MAIN
99|Unknown|,933.0 73,781.0 76,402.0 79,021.0 82,355.0 698,894.0|IDP_MAIN
99|Unknown|in 2017 to 2689 in 2021. For the primary education level, enrolment increased|IDP_MAIN
99|Unknown|Distribution of Schools in the District|IDP_MAIN
101|Unknown|Total Number of Teachers from 2016 to 2021|IDP_MAIN
101|Unknown|Progression Rate: Primary to Junior Secondary|IDP_MAIN
102|Unknown|Progression Rate: Junior to senior secondary|IDP_MAIN
102|Unknown|Number of Higher Learning institutions|IDP_MAIN
102|Unknown|Teacher-Pupil Ratio|IDP_MAIN
103|Unknown|Number of Schools, Enrolment, Teachers and Classrooms per Category|IDP_MAIN
103|Unknown|Early Childhood Education Centres (ECE) by Category|IDP_MAIN
104|Unknown|Primary Schools by Category|IDP_MAIN
104|Unknown|Public 64 21,274 21,06 42,335 261 985 415|IDP_MAIN
104|Unknown|Grant Aided 4 927 2,05 2,984 26 110 56|IDP_MAIN
104|Unknown|Private 48 3,023 3,18 6,205 111 162 307|IDP_MAIN
104|Unknown|Total 115 26,441 27,53 53,973 426 1,347 912|IDP_MAIN
104|Unknown|Source: DEBS-Kabwe, 2022|IDP_MAIN
104|Unknown|Secondary Schools by Category|IDP_MAIN
105|Unknown|Enrollment by Level of Education by Sex|IDP_MAIN
106|Unknown|Number of Teachers by Level of Education by Sex|IDP_MAIN
106|Unknown|Number of Classroom at each level of Education|IDP_MAIN
106|Unknown|under the Early Childhood Education. In terms of Primary level education, the district|IDP_MAIN
107|Unknown|Performance of the District in National Examination|IDP_MAIN
108|Unknown|. Literacy Rates, 2000 and 2010|IDP_MAIN
108|Unknown|Public, 48 private, 8 communities, eighty-three (83) ECE centres of which 3 are|IDP_MAIN
109|Unknown|which will be inadequate as we head to 2035 hence the need for construction of|IDP_MAIN
109|Unknown|,961 more desks will be required.|IDP_MAIN
109|Unknown|Needs Assessment|IDP_MAIN
111|Unknown|Assessment of the Likely impact of ongoing and committed investment|IDP_MAIN
113|Unknown|Summary of the Core issues|IDP_MAIN
113|Unknown|Lack of equipment at Ngungu for skills training at • Bwacha|IDP_MAIN
113|Unknown|Inadequate desk in schools which can be solved by|IDP_MAIN
113|Unknown|Inadequate classrooms which can be solved by • Kangomba|IDP_MAIN
113|Unknown|High levels of illiteracy and lack of special education|IDP_MAIN
113|Unknown|Inadequate space to accommodate both primary and ani|IDP_MAIN
113|Unknown|Lack of accommodation for staff members • David|IDP_MAIN
113|Unknown|Construction of staff houses at Charity primary school|IDP_MAIN
113|Unknown|Lack of adult education center • Waya|IDP_MAIN
113|Unknown|Inadequate education facilities such class room blocks|IDP_MAIN
113|Unknown|Lack of teachers’ accommodation in community which|IDP_MAIN
114|Unknown|Lack of primary school in kasavasa • Luansase|IDP_MAIN
114|Unknown|High levels of school drop out • Chililalila|IDP_MAIN
114|Unknown|Lack of survivor skills for school levers such catering|IDP_MAIN
114|Unknown|Lack of laboratory equipment in schools|IDP_MAIN
114|Unknown|0 Health Sector|IDP_MAIN
115|Unknown|Existing Health Facilities in the District|IDP_MAIN
115|Unknown|Distribution of Health facilities|IDP_MAIN
117|Unknown|Number of Households within 5km Facility|IDP_MAIN
117|Unknown|Km of the existing Health Facilities as at 2021. On comparison on rural-urban, the|IDP_MAIN
117|Unknown|Provision of Health Care Services (Key Performance Indicators) 2.10.3.2.5.1|IDP_MAIN
117|Unknown|% of deliveries were conducted by skilled health personnel.|IDP_MAIN
118|Unknown|Children fully immunized by age 12 Months|IDP_MAIN
118|Unknown|Disease Incidences in the district|IDP_MAIN
118|Unknown|Malaria Incidence - fatality Rate per 1000 Persons per Year|IDP_MAIN
119|Unknown|HIV Prevalence in the District|IDP_MAIN
120|Unknown|TB Incidence and Treatment Success Rate (new and relapse)|IDP_MAIN
120|Unknown|Incidence of diarrhea & Pneumonia Among under five children|IDP_MAIN
121|Unknown|Stunting, underweight and wasted among under five children|IDP_MAIN
121|Unknown|Incidences of Deaths|IDP_MAIN
121|Unknown|Maternal Mortality per 1,000 live births|IDP_MAIN
122|Unknown|Infant Mortality per 1000 live births|IDP_MAIN
123|Unknown|Incidence of Births – Deaths|IDP_MAIN
123|Unknown|Quality of Service Analysis|IDP_MAIN
123|Unknown|Establishment Analysis as at June,|IDP_MAIN
123|Unknown|The National Health Policy of 2011, says that, the availability of sufficient number of|IDP_MAIN
124|Unknown|Road Network and Health Facilities|IDP_MAIN
124|Unknown|Water Supply and Sanitation and Health facilities|IDP_MAIN
126|Unknown|Quality of Service at Health Facility|IDP_MAIN
128|Unknown|Population Change Vs Future Demand for Services and Facilities|IDP_MAIN
128|Unknown|The Impact of the Continuation of Existing Trends on Land Use and|IDP_MAIN
129|Unknown|Summary of the sector|IDP_MAIN
129|Unknown|Consideration of the Underlying Factors Contributing to the Issues Identified|IDP_MAIN
130|Unknown|Community Development and Social Welfare|IDP_MAIN
130|Unknown|Key Government Priorities being and to implemented at Local Level|IDP_MAIN
131|Unknown|350 104 246 39 13|IDP_MAIN
131|Unknown|480 174 306 32 17|IDP_MAIN
131|Unknown|310 101 209 22 12|IDP_MAIN
131|Unknown|400 122 278 48 4|IDP_MAIN
131|Unknown|2,200 669 1,531 305 39|IDP_MAIN
131|Unknown|Distribution of Inputs across the Sub Centres|IDP_MAIN
131|Unknown|Village Bank Programme|IDP_MAIN
132|Unknown|Support to Women’s Club (Women Empowerment)|IDP_MAIN
132|Unknown|. 4 Social Cash Transfer|IDP_MAIN
132|Unknown|,766 clients. Of these, 7,062 beneficiaries receive payments digitally through various service|IDP_MAIN
132|Unknown|. 5 Public Welfare Assistance Program|IDP_MAIN
132|Unknown|. 5 Constiteuncy Development Fund Empowerment and Bursary Programs|IDP_MAIN
133|Unknown|Issues arising from Public Participation|IDP_MAIN
133|Unknown|Housing and Human settlement|IDP_MAIN
133|Unknown|Land Management and Administration|IDP_MAIN
134|Unknown|Key Government Priorities being and to be implemented at local level|IDP_MAIN
134|Unknown|The National Land Titling Program|IDP_MAIN
135|Unknown|. Encroachments on Lukanga Water and Sanitation infrastructure e.g • Kawama|IDP_MAIN
135|Unknown|. Illegal land allocations • Makululu|IDP_MAIN
135|Unknown|Bureaucracy in land allocation by the Local Authority • All Wards|IDP_MAIN
135|Unknown|Lack of Security of tenure e. g Chikwata area • Chimanimani|IDP_MAIN
135|Unknown|Proliferation of informal settlements|IDP_MAIN
135|Unknown|Population Change on the Future Demand for services and Facilities|IDP_MAIN
135|Unknown|depicts a surge in demand for land its competing uses. This has been evidenced|IDP_MAIN
136|Unknown|Existing and Proposed Investment and Development Program|IDP_MAIN
136|Unknown|Existing Trends on Population and Settlements|IDP_MAIN
137|Good Governance|and 2018 and 8.25 percent in 2019. It can further be deduced that conversion of|IDP_MAIN
137|Good Governance|Issues Relating and Arising to Gender and Vulnerable groups|IDP_MAIN
138|Unknown|are estimated to be around 14 in the district . Moreover, unauthorized settlements|IDP_MAIN
138|Unknown|cost housing combined|IDP_MAIN
138|Unknown|Key Government Priorities Being and to Implemented at Local Level|IDP_MAIN
138|Unknown|Number of Properties Registered and Issued with Occupancy Licenses|IDP_MAIN
139|Unknown|Number of Registered Properties in each informal settlement|IDP_MAIN
140|Unknown|Description of the Existing State|IDP_MAIN
140|Unknown|Quality of Housing|IDP_MAIN
140|Unknown|Kabwe Municipal Council, 2022|IDP_MAIN
141|Unknown|Issues Arising Relating to Gender Groups and Vulnerable|IDP_MAIN
142|Unknown|Municipal Parks and Recreation|IDP_MAIN
142|Unknown|Key Government Priorities Being implemented and to implemented at local level|IDP_MAIN
142|Unknown|Number of Community Facilities in the district|IDP_MAIN
143|Unknown|Issues Arising from the Public Participation process|IDP_MAIN
143|Unknown|Impact of Changes Anticipated over the next ten Years|IDP_MAIN
143|Unknown|. Water and Sanitation|IDP_MAIN
144|Unknown|.2 Water Supply|IDP_MAIN
145|Unknown|,0000,7000 to 700,000 m3 per annum from 2015 to 2020 which is attributed mainly to|IDP_MAIN
146|Unknown|Sanitation Situation|IDP_MAIN
146|Unknown|,684 in 2010, 43,018 in 2015 and 48,350 in 2018 as indicated in the table below:|IDP_MAIN
147|Unknown|Impact of the Continuation of Existing Trends on Population and Settlements|IDP_MAIN
148|Unknown|Limited access to clean and safe • All peri urban/rural wards|IDP_MAIN
148|Unknown|Poor sanitation (some • Peri urban/rural wards|IDP_MAIN
149|Unknown|Environmental Sector|IDP_MAIN
149|Unknown|and the National Forestry Policy of 2014.|IDP_MAIN
149|Unknown|Afforestation and Reforestation|IDP_MAIN
149|Unknown|. Pinus Kesiya 2, 500 3 2018 - Some trees died due to|IDP_MAIN
149|Unknown|. Pinus Kesiya 435 1 2014 - Plantation was burnt|IDP_MAIN
149|Unknown|. Khaya 247 1.2 2015 reduction of number of|IDP_MAIN
149|Unknown|, 400 2 2007 - Growth of trees|IDP_MAIN
149|Unknown|.Gmelina disturbed due to|IDP_MAIN
150|Unknown|. Gmelina - Stand disturbed due to|IDP_MAIN
150|Unknown|. Aborea. fires & illegal cutting of poles.|IDP_MAIN
150|Unknown|Stand disturbed due to|IDP_MAIN
150|Unknown|Forestry Extension and Service Delivery|IDP_MAIN
153|Unknown|extract water at 120m3 per hour. The company was therefore, unable to abstract|IDP_MAIN
154|Unknown|and 2018 and 8.25 percent in 2019 due to excision of part of Kabwe National|IDP_MAIN
156|Unknown|High rate of deforestation. • All gazzeted forests (Kabwe, Chibanga, Kalulu)|IDP_MAIN
